,Player,Projection,My Computed Score
0,Saquon Barkley,2.870466497691302,2.910826915219857
1,Alvin Kamara,2.5381883482169902,2.0380209236998197
2,Christian McCaffrey,2.506542810171818,1.7674346433547603
3,Ezekiel Elliott,2.0780094824767734,1.9933139030726104
4,James Conner,1.8920919464613843,1.8430526238087925
5,David Johnson,1.88154343377966,1.8618681827495907
6,Le'Veon Bell,1.8248451781153932,1.7740306352612563
7,Dalvin Cook,1.7009001541051336,1.4102793387787333
8,Todd Gurley,1.6903516414234092,1.5481532564577416
9,Nick Chubb,1.5532209765609952,1.3184567519783625
10,Damien Williams,1.4978412849819431,1.194148613889136
11,Joe Mixon,1.4912484645558655,1.383272239731769
12,Kerryon Johnson,1.3026938003700461,1.1076408777720135
13,Devonta Freeman,1.2670925700692266,1.1368548861627699
14,Leonard Fournette,1.2473141087909938,1.1983106825182683
15,Chris Carson,1.1866601608710798,0.8346751429650847
16,James White,1.1813859045302177,0.4322490607332303
17,Aaron Jones,1.169518827763278,0.9997420634922636
18,Marlon Mack,1.1682002636780624,0.8442357912830294
19,Derrick Henry,1.161607443251985,0.5944497002378755
20,Mark Ingram,1.1497403664850452,1.0472340921975334
21,Melvin Gordon,1.1207319566103038,0.9076736556606156
22,Phillip Lindsay,1.0323881629008638,0.9224803221404654
23,Josh Jacobs,0.9334958565096997,0.7537804426664725
24,David Montgomery,0.8781161649306475,0.8720168005356862
25,Duke Johnson,0.8662490881637077,0.5688380241719435
26,Kenyan Drake,0.6948357570856898,0.4172467237996435
27,Austin Ekeler,0.6711016035518106,0.24407505946067123
28,Tarik Cohen,0.5919877584388792,0.1135659301706902
29,Tevin Coleman,0.5682536049049997,0.5172128096964976
30,Sony Michel,0.5313338105189652,0.1453883733070033
31,LeSean McCoy,0.5168296055815942,0.47477747008799037
32,Rashaad Penny,0.4825469393659907,0.4001925059054691
33,Miles Sanders,0.43771576046866284,0.3593017494238694
34,Latavius Murray,0.3506905308444384,0.41060270404593346
35,Derrius Guice,0.3414605822479299,0.4915790409299024
36,Dion Lewis,0.3203635568844814,0.1168712665372198
37,Kalen Ballage,0.31113360828797276,0.5050645202646815
38,Jordan Howard,0.3084964801175419,0.31410780581446335
39,Peyton Barber,0.2267455068341794,0.4433597314816472
40,Adrian Peterson,0.2135598659820242,0.3458254870487462
41,Jaylen Samuels,0.20564848147073095,-0.001686314615679009
42,Jalen Richard,0.13180889269866175,-0.14383687555115848
43,Chris Thompson,0.10148191873870477,-0.23564085583931985
44,Royce Freeman,0.09752622648305823,0.12880452461640093
45,Matt Breida,0.05533217575616147,0.28886563197768383
46,Giovani Bernard,0.007863868688402541,-0.12494807002442135
47,Nyheim Hines,-0.06202002782802012,-0.2356648607465909
48,Justice Hill,-0.1108068989809945,-0.22018861560019187
49,Darrell Henderson,-0.11608115532185648,0.18906577270078148
50,Ronald Jones,-0.1266296680035806,0.15568608487096428
51,Ito Smith,-0.15168238562267564,-0.22599500641973058
52,Darwin Thompson,-0.1595937701339687,-0.24206018944742155
53,Justin Jackson,-0.23607048707646916,0.021632100824059662
54,Jamaal Williams,-0.24793756384340873,0.05300248510288701
55,C.J. Anderson,-0.2874944863998744,-0.045799057913881884
56,Damien Harris,-0.2967244349963831,-0.02212113866758842
57,Mike Davis,-0.34287417797892644,-0.15981473609942787
58,Kareem Hunt,-0.3455113061493575,-0.11791001998277276
59,Damarea Crockett,-0.4074838181544871,-0.10155798789005435
60,Alexander Mattison,-0.43912935619965954,-0.1346353020548737
61,Ty Montgomery,-0.4826419710117718,-0.5598149620338413
62,Gus Edwards,-0.4892347914378494,-0.3384237979376382
63,Alfred Blue,-0.5116503808865133,-0.28118750415562527
64,Devin Singletary,-0.5169246372273755,-0.23915710773706808
65,Rex Burkhead,-0.5419773548464704,-0.40382809728940366
66,Kyle Juszczyk,-0.551207303442979,-0.8153070682847859
67,Frank Gore,-0.5854899696585826,-0.24288746862453944
68,C.J. Prosise,-0.5934013541698757,-0.7896766173887165
69,Malcolm Brown,-0.5999941745959534,-0.38109505706604013
70,Chase Edmonds,-0.6144983795333241,-0.4020655408240062
71,Tony Pollard,-0.6144983795333241,-0.29164844874099216
72,Corey Clement,-0.6435067894080655,-0.5539426077757779
73,Doug Martin,-0.6500996098341432,-0.32809779121896804
74,Jerick McKinnon,-0.6593295584306519,-0.4587208078186424
75,Theo Riddick,-0.6738337633680226,-0.8700745070078999
76,Darren Sproles,-0.7041607373279796,-0.6617947943616403
77,Wayne Gallman,-0.7292134549470746,-0.46832194387072656
78,Dare Ogunbowale,-0.7318505831175056,-0.5997885288063759
79,Brian Hill,-0.7384434035435832,-0.4623642318982699
80,Zach Zenner,-0.7437176598844453,-0.5486841136205041
81,T.J. Yeldon,-0.7793188901852645,-0.5651497167662101
82,Darius Jackson,-0.838654274019963,-0.7219612292596047
83,Dexter Williams,-0.849202786701687,-0.6497382361037711
84,Jordan Scarlett,-0.8518399148721183,-0.6849711143586831
85,Dontrell Hilliard,-0.8637069916390578,-0.6829327438091777
86,Devontae Booker,-0.866344119809489,-0.6932326553006762
87,Dwayne Washington,-0.901945350110308,-0.6630514495304174
88,Cameron Artis-Payne,-0.9230423754737563,-0.7336291775576109
89,Ryquell Armstead,-0.9256795036441875,-0.7584625935835949
90,Andre Ellington,-0.9401837085815582,-0.7984033667841486
91,Elijah McGuire,-0.9441394008372048,-0.8164286240054844
92,Carlos Hyde,-0.952050785348498,-0.8062444054134594
93,Jordan Wilkins,-0.9955634001606102,-0.8252493550570483
94,Mike Boone,-1.0047933487571188,-0.8325541701166848
95,Alfred Morris,-1.0219346818649206,-0.876676188086086
96,Darrel Williams,-1.043031707228369,-0.7978503545052498
97,Kenneth Dixon,-1.0496245276544467,-0.9481994617428471
98,Benny Snell,-1.0654472966770328,-0.8102225935758984
99,Patrick DiMarco,-1.1076413474039295,-1.071132468837756
100,Trayveon Williams,-1.1234641164265158,-0.9342139220437514
101,Raheem Mostert,-1.13401262910824,-0.9568921371800356
102,Myles Gaskin,-1.1353311931934555,-0.9282515681371921
103,Spencer Ware,-1.1366497572786711,-0.9339417110755469
104,James Develin,-1.1445611417899642,-1.0836612441310718
105,Kenjon Barner,-1.1458797058751797,-0.9742696571795859
