,Player,Projection,My Computed Score
0,DeAndre Hopkins,2.8068227818793603,2.425455937978244
1,Julio Jones,2.709008473178307,2.454434989945923
2,Davante Adams,2.6464714561399294,2.2629119133164037
3,JuJu Smith-Schuster,2.4348077061638795,2.086302260646823
4,Michael Thomas,2.393116361471628,2.0989808191823713
5,Tyreek Hill,2.255214221335717,2.409597479951043
6,Mike Evans,1.9794099410638957,1.711160219365437
7,Odell Beckham Jr.,1.9345115698568547,1.6727313002068047
8,Keenan Allen,1.7869883501765784,1.6592621597133936
9,Antonio Brown,1.738882952454749,1.4970663042355121
10,Adam Thielen,1.7292618729103832,1.6578996202589629
11,Amari Cooper,1.5047700168751799,1.3120714105655826
12,Kenny Golladay,1.4630786721829279,1.2660826233454108
13,Robert Woods,1.44544002635159,1.548013007352673
14,Stefon Diggs,1.4358189468072244,1.3979729841343047
15,Tyler Lockett,1.4245943540054644,1.3774481688496618
16,Julian Edelman,1.42299084074807,1.3230145606285764
17,T.Y. Hilton,1.2177411438015981,1.0795472486289877
18,Brandin Cooks,1.2113270907720208,1.1172373237137083
19,Tyler Boyd,1.1295479146449112,1.007529345241555
20,Chris Godwin,1.0974776494970249,0.966953486263967
21,D.J. Moore,1.0798390036656875,0.9422164135860729
22,Alshon Jeffery,1.068614410863927,0.940957796615987
23,Robby Anderson,1.0205090131420977,1.046237078687876
24,Cooper Kupp,0.9932492877663948,0.914789993824208
25,Allen Robinson,0.9066595718671019,0.8145827655799679
26,A.J. Green,0.8986420055801303,0.8127893261932464
27,Mike Williams,0.8761928199766099,0.7862328130024532
28,Sammy Watkins,0.869778766947033,0.7980792643056873
29,Corey Davis,0.8521401211156953,0.7423651783770617
30,Christian Kirk,0.7767749980181629,0.6996925721722769
31,Dante Pettis,0.7719644582459797,0.7068091225780232
32,Calvin Ridley,0.7655504052164028,0.7711208517306541
33,Jarvis Landry,0.7270660870389393,0.7292267463354156
34,Curtis Samuel,0.6998063616632357,0.6817287779708966
35,Dede Westbrook,0.6356658313674634,0.5957067843909875
36,John Brown,0.6340623181100692,0.5676283943460311
37,Larry Fitzgerald,0.5843534071308456,0.513544096956777
38,Sterling Shepard,0.5795428673586625,0.5378233704677245
39,Marvin Jones,0.5506796287255652,0.48095118107427554
40,Emmanuel Sanders,0.5442655756959879,0.5371790386928136
41,Golden Tate,0.5218163900924674,0.4522400804424202
