,Player,Projection,My Computed Score
0,Travis Kelce,3.181459103100992,3.8227493613262085
1,George Kittle,3.0613279131991615,3.787493097227969
2,Zach Ertz,2.2576916773041615,2.6376767439676123
3,O.J. Howard,1.7460985065153347,1.930898470133164
4,Evan Engram,1.7253862323943294,1.995026276362322
5,Jared Cook,1.5369045378931827,1.77884461634304
6,Hunter Henry,1.5369045378931827,1.7364767760224291
7,Vance McDonald,1.3359954789194324,1.5479577023519995
8,David Njoku,1.2179355164297034,1.4142316312496646
9,Jimmy Graham,1.0667359153463658,1.1492144375151288
10,Austin Hooper,1.0543085508737626,1.2669228859834214
11,Delanie Walker,1.0170264574559533,1.0244155173115623
12,Mark Andrews,0.9838868188623452,1.1085005823242264
13,Kyle Rudolph,0.9797443640381441,0.9808718091254492
14,Eric Ebron,0.9383198157961339,1.1146742667948115
15,T.J. Hockenson,0.9321061335598323,1.0507454254299797
16,Trey Burton,0.8264735355427059,0.8955052311556785
17,Greg Olsen,0.8140461710701029,0.7156030059829436
18,Noah Fant,0.7912626695369974,0.8922090169078621
19,Jordan Reed,0.7829777598885952,0.813680254716657
20,Dallas Goedert,0.617279566920554,0.3991634058173391
21,Jason Witten,0.5944960653874485,0.4883702777196858
22,Chris Herndon,0.5033620592550256,0.4569883191275578
23,Darren Waller,0.4930059221945231,0.36488595922376743
24,Tyler Eifert,0.39980068864999996,0.37400435772227414
25,Jack Doyle,0.28588318098447163,0.20916225914775743
26,Vernon Davis,0.22581758603355656,0.1435593559542746
27,Geoff Swaim,0.14503971696163664,0.07162060647034396
28,Adam Shaheen,0.09325903165912378,0.011992544261314964
29,Ben Watson,-0.014444793770103069,-0.1762866608735378
30,Ricky Seals-Jones,-0.06208302424841485,-0.19514407643706624
31,Mike Gesicki,-0.07658161613311852,-0.16447951224371907
32,Jason Croom,-0.18428544156234536,-0.26086537869370363
33,Blake Jarwin,-0.19464157862284792,-0.2833404514275347
34,Gerald Everett,-0.2070689430954509,-0.2985378735108317
35,Ian Thomas,-0.211211397919652,-0.30875554949869
36,Irv Smith,-0.22778121721645606,-0.3184785127640054
37,Nick Vannett,-0.23192367204065714,-0.3235443201251044
38,Jordan Thomas,-0.2484934913374612,-0.33489657155337516
39,Cameron Brate,-0.2650633106342654,-0.39619635303973993
40,C.J. Uzomah,-0.28370435734317,-0.38167812218565933
41,Will Dissly,-0.3127015411125772,-0.40895267736688656
42,Hayden Hurst,-0.3665534538271906,-0.46928028640871994
43,Dwayne Allen,-0.41626291171760293,-0.5148481196177948
44,Jesse James,-0.4369751858386081,-0.5305927332924997
45,Jace Sternberger,-0.45147377772331176,-0.543657221652124
46,Tyler Kroft,-0.5032544630258247,-0.5062329468135198
47,Tyler Higbee,-0.5239667371468298,-0.5168875713770456
48,Jonnu Smith,-0.5301804193831313,-0.5200457670584827
49,Rhett Ellison,-0.5343228742073324,-0.5148718720464541
50,Kahale Warring,-0.5716049676251416,-0.5454970887292379
51,Charles Clay,-0.6026733788066493,-0.5720398719652129
52,Virgil Green,-0.6213144255155539,-0.5833805349984462
53,Matt LaCosse,-0.6668814285817652,-0.6237822759847276
54,Ryan Griffin,-0.7186621138842781,-0.6538351666054074
55,Demetrius Harris,-0.7269470235326801,-0.6591088225617446
56,Mo Alie-Cox,-0.7642291169504896,-0.6790215561190842
57,James O'Shaughnessy,-0.787012618483595,-0.6908773474031121
58,Blake Bell,-0.8222234844893039,-0.7085389775856646
59,Josh Hill,-0.8242947119014045,-0.7108201121213809
60,Jeff Heuerman,-0.838793303786108,-0.7162768773491881
61,Xavier Grimble,-0.8657192601434147,-0.7314000827437088
62,Jordan Akins,-0.8947164439128219,-0.746201473549212
63,Dan Arnold,-0.9174999454459276,-0.7567955365467239
64,Jake Butt,-0.9340697647427317,-0.7645003096358236
65,Derek Carrier,-0.9547820388637368,-0.7767673517963558
66,Logan Paulsen,-1.0044914967541492,-0.8011997089632336
67,Nick Boyle,-1.0583434094687627,-0.7654773352156292
68,Caleb Wilson,-1.0976967302986724,-0.7827483894940696
69,Luke Willson,-1.0976967302986724,-0.7827483894940696
70,Dalton Schultz,-1.0997679577107728,-0.7835624132467873
71,Jerell Adams,-1.1142665495954767,-0.7904006379767606
72,Marcedes Lewis,-1.132907596304381,-0.798757383943239
73,Garrett Celek,-1.1349788237164817,-0.79971786546156
74,David Morgan,-1.1950444186673965,-0.8301481849435347
75,Seth Devalve,-1.1971156460794972,-0.8311086664618558
76,Michael Roberts,-1.2178279202005022,-0.8420016593703991
