Calvin Johnson,DET,2011.0,16.0,158.0,96.0,1681.0,16.0,1.0,11.0,0.0,311.2,19.5
Wes Welker,NE,2011.0,16.0,173.0,122.0,1573.0,9.0,4.0,30.0,0.0,275.3,17.2
Jordy Nelson,GB,2011.0,16.0,96.0,68.0,1263.0,15.0,0.0,0.0,0.0,250.3,15.6
Victor Cruz,NYG,2011.0,16.0,131.0,82.0,1536.0,9.0,1.0,3.0,0.0,246.9,15.4
Larry Fitzgerald,ARI,2011.0,16.0,154.0,80.0,1411.0,8.0,0.0,0.0,0.0,229.1,14.3
Roddy White,ATL,2011.0,16.0,179.0,100.0,1296.0,8.0,0.0,0.0,0.0,227.6,14.2
Steve Smith,CAR,2011.0,16.0,129.0,79.0,1394.0,7.0,6.0,56.0,0.0,222.5,13.9
Percy Harvin,MIN,2011.0,16.0,120.0,87.0,967.0,6.0,51.0,342.0,2.0,218.4,13.7
Mike Wallace,PIT,2011.0,16.0,114.0,72.0,1193.0,8.0,5.0,57.0,0.0,207.0,12.9
Marques Colston,NO,2011.0,14.0,107.0,80.0,1143.0,8.0,0.0,0.0,0.0,200.3,14.3
Vincent Jackson,SD,2011.0,16.0,115.0,60.0,1106.0,9.0,3.0,51.0,0.0,199.7,12.5
Hakeem Nicks,NYG,2011.0,15.0,133.0,76.0,1192.0,7.0,0.0,0.0,0.0,199.2,13.3
Brandon Marshall,MIA,2011.0,16.0,141.0,81.0,1214.0,6.0,1.0,13.0,0.0,197.2,12.3
Nate Washington,TEN,2011.0,16.0,121.0,74.0,1023.0,7.0,2.0,5.0,1.0,187.8,11.7
Dwayne Bowe,KC,2011.0,16.0,142.0,81.0,1159.0,5.0,1.0,12.0,0.0,187.6,11.7
A.J. Green,CIN,2011.0,15.0,115.0,65.0,1057.0,7.0,5.0,53.0,0.0,185.5,12.4
Greg Jennings,GB,2011.0,13.0,101.0,67.0,949.0,9.0,0.0,0.0,0.0,182.4,14.0
Steve Johnson,BUF,2011.0,16.0,134.0,76.0,1004.0,7.0,0.0,0.0,0.0,180.4,11.3
Laurent Robinson,DAL,2011.0,14.0,80.0,54.0,858.0,11.0,0.0,0.0,0.0,178.8,12.8
Dez Bryant,DAL,2011.0,15.0,103.0,63.0,928.0,9.0,1.0,5.0,0.0,176.8,11.8
Julio Jones,ATL,2011.0,13.0,94.0,54.0,959.0,8.0,6.0,56.0,0.0,174.5,13.4
Pierre Garcon,IND,2011.0,16.0,134.0,70.0,947.0,6.0,4.0,28.0,0.0,164.5,10.3
Brandon Lloyd,DEN,2011.0,15.0,150.0,70.0,966.0,5.0,0.0,0.0,0.0,161.6,10.8
Antonio Brown,PIT,2011.0,16.0,124.0,69.0,1108.0,2.0,7.0,41.0,0.0,161.4,10.1
Reggie Wayne,IND,2011.0,16.0,132.0,75.0,960.0,4.0,0.0,0.0,0.0,157.5,9.8
Jabar Gaffney,WAS,2011.0,16.0,115.0,68.0,947.0,5.0,0.0,0.0,0.0,156.7,9.8
Torrey Smith,BAL,2011.0,16.0,95.0,50.0,841.0,7.0,4.0,39.0,0.0,155.0,9.7
Darrius Heyward-Bey,OAK,2011.0,15.0,115.0,64.0,975.0,4.0,0.0,0.0,0.0,151.5,10.1
DeSean Jackson,PHI,2011.0,15.0,104.0,58.0,961.0,4.0,7.0,41.0,0.0,151.2,10.1
Michael Crabtree,SF,2011.0,15.0,114.0,72.0,874.0,4.0,1.0,6.0,0.0,148.0,9.9
Jeremy Maclin,PHI,2011.0,13.0,96.0,63.0,859.0,5.0,1.0,1.0,0.0,145.5,11.2
Santonio Holmes,NYJ,2011.0,16.0,101.0,51.0,654.0,8.0,3.0,27.0,0.0,139.6,8.7
Malcom Floyd,SD,2011.0,12.0,70.0,43.0,856.0,5.0,0.0,0.0,0.0,137.1,11.4
Nate Burleson,DET,2011.0,16.0,110.0,73.0,757.0,3.0,11.0,85.0,0.0,136.7,8.5
Lance Moore,NO,2011.0,14.0,73.0,52.0,627.0,8.0,0.0,0.0,0.0,136.7,9.8
Anquan Boldin,BAL,2011.0,14.0,106.0,57.0,887.0,3.0,0.0,0.0,0.0,135.2,9.7
Plaxico Burress,NYJ,2011.0,16.0,96.0,45.0,612.0,8.0,0.0,0.0,0.0,131.7,8.2
Eric Decker,DEN,2011.0,16.0,94.0,44.0,612.0,8.0,1.0,1.0,0.0,129.3,8.1
Doug Baldwin,SEA,2011.0,16.0,85.0,51.0,788.0,4.0,1.0,-2.0,0.0,128.1,8.0
David Nelson,BUF,2011.0,16.0,97.0,61.0,658.0,5.0,0.0,0.0,0.0,126.3,7.9
Early Doucet,ARI,2011.0,16.0,97.0,54.0,689.0,5.0,0.0,0.0,0.0,125.9,7.9
Deion Branch,NE,2011.0,15.0,90.0,51.0,702.0,5.0,0.0,0.0,0.0,125.7,8.4
James Jones,GB,2011.0,16.0,55.0,38.0,635.0,7.0,0.0,0.0,0.0,124.5,7.8
Mike Williams,TB,2011.0,16.0,124.0,65.0,771.0,3.0,1.0,3.0,0.0,123.9,7.7
Steve Breaston,KC,2011.0,16.0,98.0,61.0,785.0,2.0,1.0,25.0,0.0,123.5,7.7
Titus Young,DET,2011.0,16.0,85.0,48.0,607.0,6.0,2.0,15.0,0.0,122.2,7.6
Miles Austin,DAL,2011.0,10.0,73.0,43.0,579.0,7.0,2.0,3.0,0.0,121.7,12.2
Jerome Simpson,CIN,2011.0,16.0,105.0,50.0,725.0,4.0,0.0,0.0,0.0,121.5,7.6
