Rob Gronkowski,NE,2015.0,15.0,120.0,72.0,1176.0,11.0,219.6,14.6
Jordan Reed,WAS,2015.0,14.0,114.0,87.0,952.0,11.0,200.7,14.3
Gary Barnidge,CLE,2015.0,16.0,125.0,79.0,1043.0,9.0,197.8,12.4
Delanie Walker,TEN,2015.0,15.0,133.0,94.0,1088.0,6.0,195.4,13.0
Greg Olsen,CAR,2015.0,16.0,124.0,77.0,1104.0,7.0,188.9,11.8
Tyler Eifert,CIN,2015.0,13.0,74.0,52.0,615.0,13.0,165.5,12.7
Ben Watson,NO,2015.0,16.0,110.0,74.0,825.0,6.0,153.5,9.6
Travis Kelce,KC,2015.0,16.0,103.0,72.0,875.0,5.0,149.5,9.3
Zach Ertz,PHI,2015.0,15.0,112.0,75.0,853.0,2.0,132.8,8.9
Richard Rodgers,GB,2015.0,16.0,85.0,58.0,510.0,8.0,129.1,8.1
Jason Witten,DAL,2015.0,16.0,103.0,77.0,712.0,3.0,125.7,7.9
Antonio Gates,SD,2015.0,11.0,85.0,56.0,630.0,5.0,121.0,11.0
Eric Ebron,DET,2015.0,14.0,70.0,47.0,537.0,5.0,107.2,7.7
Kyle Rudolph,MIN,2015.0,16.0,73.0,49.0,495.0,5.0,104.0,6.5
Jacob Tamme,ATL,2015.0,15.0,81.0,59.0,657.0,1.0,101.2,6.7
Julius Thomas,JAC,2015.0,12.0,80.0,46.0,455.0,5.0,98.5,8.2
Jimmy Graham,SEA,2015.0,11.0,74.0,48.0,605.0,2.0,96.5,8.8
Charles Clay,BUF,2015.0,13.0,78.0,51.0,528.0,3.0,96.3,7.4
Heath Miller,PIT,2015.0,15.0,81.0,60.0,535.0,2.0,95.7,6.4
Coby Fleener,IND,2015.0,16.0,84.0,54.0,491.0,3.0,94.1,5.9
Owen Daniels,DEN,2015.0,16.0,77.0,46.0,517.0,3.0,92.7,5.8
Zach Miller,CHI,2015.0,11.0,45.0,34.0,439.0,5.0,90.9,8.3
Martellus Bennett,CHI,2015.0,11.0,80.0,53.0,439.0,3.0,88.4,8.0
Ladarius Green,SD,2015.0,13.0,63.0,37.0,429.0,4.0,85.4,6.6
Will Tye,NYG,2015.0,13.0,62.0,42.0,464.0,3.0,83.4,6.4
Crockett Gillmore,BAL,2015.0,10.0,47.0,33.0,412.0,4.0,81.7,8.2
Jordan Cameron,MIA,2015.0,16.0,70.0,35.0,386.0,3.0,74.1,4.6
Brent Celek,PHI,2015.0,12.0,35.0,27.0,398.0,3.0,71.3,5.9
Austin Seferian-Jenkins,TB,2015.0,7.0,39.0,21.0,338.0,4.0,68.3,9.8
Jared Cook,STL,2015.0,16.0,75.0,39.0,481.0,0.0,65.6,4.1
Vance McDonald,SF,2015.0,13.0,45.0,30.0,326.0,3.0,65.6,5.0
Clive Walford,OAK,2015.0,15.0,50.0,28.0,329.0,3.0,64.9,4.3
Scott Chandler,NE,2015.0,12.0,42.0,23.0,259.0,4.0,61.4,5.1
Darren Fells,ARI,2015.0,11.0,28.0,21.0,311.0,3.0,59.6,5.4
Vernon Davis,SF,2015.0,12.0,56.0,38.0,395.0,0.0,58.5,4.9
Cameron Brate,TB,2015.0,12.0,30.0,23.0,288.0,3.0,58.3,4.9
Anthony Fasano,TEN,2015.0,14.0,42.0,26.0,289.0,2.0,53.9,3.9
Mychal Rivera,OAK,2015.0,13.0,45.0,32.0,280.0,1.0,50.0,3.8
Lance Kendricks,STL,2015.0,14.0,40.0,25.0,245.0,2.0,49.0,3.5
Larry Donnell,NYG,2015.0,8.0,41.0,29.0,223.0,2.0,48.8,6.1
Maxx Williams,BAL,2015.0,12.0,48.0,32.0,268.0,1.0,48.8,4.1
Ryan Griffin,HOU,2015.0,9.0,34.0,20.0,251.0,2.0,47.1,5.2
Garrett Celek,SF,2015.0,10.0,28.0,19.0,186.0,3.0,46.1,4.6
Jermaine Gresham,ARI,2015.0,13.0,32.0,18.0,223.0,1.0,37.3,2.9
Luke Willson,SEA,2015.0,12.0,25.0,17.0,213.0,1.0,35.8,3.0
Ed Dickson,CAR,2015.0,12.0,26.0,17.0,121.0,2.0,32.6,2.7
Josh Hill,NO,2015.0,13.0,30.0,16.0,120.0,2.0,32.0,2.5
Marcedes Lewis,JAC,2015.0,15.0,37.0,16.0,226.0,0.0,30.6,2.0
Craig Stevens,TEN,2015.0,10.0,16.0,12.0,121.0,2.0,30.1,3.0
Virgil Green,DEN,2015.0,10.0,14.0,12.0,173.0,1.0,29.3,2.9
C.J. Fiedorowicz,HOU,2015.0,13.0,24.0,17.0,167.0,1.0,29.2,2.2
Michael Hoomanawanui,NO,2015.0,10.0,16.0,11.0,76.0,3.0,29.1,2.9
Derek Carrier,WAS,2015.0,10.0,21.0,17.0,141.0,1.0,28.6,2.9
Clay Harbor,JAC,2015.0,8.0,20.0,14.0,149.0,1.0,27.9,3.5
Blake Bell,SF,2015.0,9.0,25.0,15.0,186.0,0.0,26.1,2.9
Dion Sims,MIA,2015.0,11.0,24.0,18.0,127.0,1.0,25.7,2.3
Dwayne Allen,IND,2015.0,12.0,29.0,16.0,109.0,1.0,25.0,2.1
Tyler Kroft,CIN,2015.0,6.0,15.0,11.0,129.0,1.0,24.4,4.1
Nick Boyle,BAL,2015.0,8.0,23.0,18.0,153.0,0.0,24.3,3.0
Tim Wright,DET,2015.0,6.0,16.0,9.0,77.0,2.0,24.2,4.0
Rhett Ellison,MIN,2015.0,10.0,18.0,11.0,124.0,1.0,23.9,2.4
Justin Perillo,GB,2015.0,6.0,13.0,11.0,102.0,1.0,21.7,3.6
Chris Gragg,BUF,2015.0,7.0,20.0,12.0,150.0,0.0,21.0,3.0
Cooper Helfet,SEA,2015.0,6.0,21.0,13.0,130.0,0.0,19.5,3.3
Jack Doyle,IND,2015.0,7.0,14.0,12.0,72.0,1.0,19.2,2.7
Jake Stoneburner,MIA,2015.0,3.0,5.0,5.0,47.0,2.0,19.2,6.4
Lee Smith,OAK,2015.0,10.0,13.0,12.0,70.0,1.0,19.0,1.9
Brandon Myers,TB,2015.0,6.0,17.0,12.0,127.0,0.0,18.7,3.1
John Phillips,SD,2015.0,6.0,11.0,10.0,69.0,1.0,17.9,3.0
Troy Niklas,ARI,2015.0,3.0,4.0,4.0,33.0,2.0,17.3,5.8
Chase Coffman,TEN,2015.0,2.0,11.0,8.0,71.0,1.0,17.1,8.6
Demetrius Harris,KC,2015.0,5.0,10.0,7.0,74.0,1.0,16.9,3.4
Luke Stocker,TB,2015.0,8.0,13.0,9.0,61.0,1.0,16.6,2.1
Brandon Pettigrew,DET,2015.0,6.0,14.0,7.0,67.0,1.0,16.2,2.7
Jesse James,PIT,2015.0,5.0,11.0,8.0,56.0,1.0,15.6,3.1
Gavin Escobar,DAL,2015.0,7.0,13.0,8.0,64.0,1.0,14.4,2.1
Ryan Hewitt,CIN,2015.0,7.0,10.0,8.0,99.0,0.0,13.9,2.0
MyCole Pruitt,MIN,2015.0,9.0,14.0,10.0,89.0,0.0,13.9,1.5
Tony Moeaki,ATL,2015.0,3.0,5.0,3.0,58.0,1.0,13.3,4.4
James Hanna,DAL,2015.0,8.0,14.0,9.0,79.0,0.0,12.4,1.6
James O'Shaughnessy,KC,2015.0,4.0,8.0,6.0,87.0,0.0,11.7,2.9
Garrett Graham,HOU,2015.0,6.0,18.0,4.0,30.0,1.0,11.0,1.8
