Antonio Brown,PIT,2015.0,16.0,193.0,136.0,1834.0,10.0,3.0,28.0,0.0,310.2,19.4
Julio Jones,ATL,2015.0,16.0,203.0,136.0,1871.0,8.0,0.0,0.0,0.0,301.1,18.8
Brandon Marshall,NYJ,2015.0,16.0,173.0,109.0,1502.0,14.0,0.0,0.0,0.0,284.7,17.8
DeAndre Hopkins,HOU,2015.0,16.0,192.0,111.0,1521.0,11.0,0.0,0.0,0.0,273.6,17.1
Odell Beckham Jr,NYG,2015.0,15.0,158.0,96.0,1450.0,13.0,1.0,3.0,0.0,271.3,18.1
Allen Robinson,JAC,2015.0,16.0,151.0,80.0,1400.0,14.0,0.0,0.0,0.0,264.0,16.5
A.J. Green,CIN,2015.0,16.0,132.0,86.0,1297.0,10.0,0.0,0.0,0.0,230.7,14.4
Doug Baldwin,SEA,2015.0,16.0,103.0,78.0,1069.0,14.0,0.0,0.0,0.0,229.9,14.4
Larry Fitzgerald,ARI,2015.0,16.0,146.0,109.0,1215.0,9.0,0.0,0.0,0.0,226.0,14.1
Calvin Johnson,DET,2015.0,16.0,149.0,88.0,1214.0,9.0,0.0,0.0,0.0,217.4,13.6
Demaryius Thomas,DEN,2015.0,16.0,177.0,105.0,1304.0,6.0,0.0,0.0,0.0,214.9,13.4
Eric Decker,NYJ,2015.0,15.0,132.0,80.0,1027.0,12.0,0.0,0.0,0.0,212.7,14.2
Jarvis Landry,MIA,2015.0,16.0,167.0,111.0,1159.0,4.0,17.0,111.0,1.0,212.5,13.3
Brandin Cooks,NO,2015.0,16.0,129.0,84.0,1140.0,9.0,8.0,18.0,0.0,211.8,13.2
Jeremy Maclin,KC,2015.0,15.0,124.0,87.0,1088.0,8.0,4.0,11.0,0.0,199.4,13.3
Allen Hurns,JAC,2015.0,15.0,105.0,64.0,1030.0,10.0,0.0,0.0,0.0,193.0,12.9
Sammy Watkins,BUF,2015.0,12.0,93.0,60.0,1047.0,9.0,1.0,1.0,0.0,188.8,15.7
Michael Crabtree,OAK,2015.0,16.0,146.0,85.0,922.0,9.0,0.0,0.0,0.0,188.7,11.8
Jordan Matthews,PHI,2015.0,16.0,128.0,85.0,997.0,8.0,0.0,0.0,0.0,188.2,11.8
Emmanuel Sanders,DEN,2015.0,15.0,137.0,76.0,1135.0,6.0,3.0,29.0,0.0,186.4,12.4
T.Y. Hilton,IND,2015.0,16.0,134.0,69.0,1124.0,5.0,0.0,0.0,0.0,176.9,11.1
Amari Cooper,OAK,2015.0,16.0,130.0,72.0,1070.0,6.0,3.0,-3.0,0.0,176.7,11.0
John Brown,ARI,2015.0,15.0,101.0,65.0,1003.0,7.0,3.0,22.0,0.0,175.0,11.7
Mike Evans,TB,2015.0,14.0,145.0,74.0,1208.0,3.0,0.0,0.0,0.0,173.8,12.4
Tavon Austin,STL,2015.0,16.0,87.0,52.0,473.0,5.0,52.0,434.0,4.0,166.7,10.4
Golden Tate,DET,2015.0,16.0,129.0,90.0,813.0,6.0,6.0,41.0,0.0,164.4,10.3
Randall Cobb,GB,2015.0,16.0,129.0,79.0,829.0,6.0,13.0,50.0,0.0,163.4,10.2
James Jones,GB,2015.0,16.0,99.0,50.0,890.0,8.0,0.0,0.0,0.0,162.0,10.1
Ted Ginn Jr,CAR,2015.0,14.0,97.0,44.0,739.0,10.0,4.0,60.0,0.0,161.9,11.6
Kamar Aiken,BAL,2015.0,15.0,126.0,75.0,944.0,5.0,0.0,0.0,0.0,159.9,10.7
Travis Benjamin,CLE,2015.0,16.0,125.0,68.0,966.0,5.0,4.0,12.0,0.0,157.8,9.9
Rueben Randle,NYG,2015.0,16.0,90.0,57.0,797.0,8.0,0.0,0.0,0.0,156.2,9.8
Willie Snead,NO,2015.0,15.0,102.0,70.0,990.0,3.0,0.0,0.0,0.0,150.0,10.0
Pierre Garcon,WAS,2015.0,16.0,111.0,72.0,777.0,6.0,0.0,0.0,0.0,149.7,9.4
Michael Floyd,ARI,2015.0,14.0,88.0,52.0,849.0,6.0,0.0,0.0,0.0,146.9,10.5
Martavis Bryant,PIT,2015.0,11.0,92.0,50.0,765.0,6.0,5.0,37.0,1.0,145.2,13.2
Julian Edelman,NE,2015.0,9.0,88.0,61.0,692.0,7.0,3.0,23.0,0.0,142.0,15.8
Marvin Jones,CIN,2015.0,16.0,103.0,65.0,816.0,4.0,5.0,33.0,0.0,141.4,8.8
Donte Moncrief,IND,2015.0,16.0,105.0,64.0,733.0,6.0,0.0,0.0,0.0,141.3,8.8
Anquan Boldin,SF,2015.0,14.0,111.0,69.0,789.0,4.0,0.0,0.0,0.0,135.4,9.7
Alshon Jeffery,CHI,2015.0,9.0,94.0,54.0,807.0,4.0,0.0,0.0,0.0,131.7,14.6
Keenan Allen,SD,2015.0,8.0,89.0,67.0,725.0,4.0,0.0,0.0,0.0,128.0,16.0
Terrance Williams,DAL,2015.0,15.0,91.0,52.0,840.0,3.0,0.0,0.0,0.0,128.0,8.5
Tyler Lockett,SEA,2015.0,15.0,68.0,51.0,664.0,6.0,5.0,20.0,0.0,127.9,8.5
Markus Wheaton,PIT,2015.0,16.0,79.0,44.0,749.0,5.0,0.0,0.0,0.0,126.9,7.9
Stefon Diggs,MIN,2015.0,13.0,84.0,52.0,720.0,4.0,3.0,13.0,0.0,123.3,9.5
Jermaine Kearse,SEA,2015.0,15.0,66.0,49.0,685.0,5.0,0.0,0.0,0.0,123.0,8.2
Danny Amendola,NE,2015.0,14.0,87.0,65.0,648.0,3.0,2.0,11.0,0.0,114.4,8.2
Nate Washington,HOU,2015.0,13.0,94.0,47.0,658.0,4.0,0.0,0.0,0.0,113.3,8.7
Rishard Matthews,MIA,2015.0,11.0,61.0,43.0,662.0,4.0,1.0,4.0,0.0,112.1,10.2
Steve Smith,BAL,2015.0,7.0,73.0,46.0,670.0,3.0,0.0,0.0,0.0,108.0,15.4
Torrey Smith,SF,2015.0,15.0,60.0,33.0,663.0,4.0,0.0,0.0,0.0,106.8,7.1
Cole Beasley,DAL,2015.0,16.0,75.0,52.0,536.0,5.0,0.0,0.0,0.0,105.6,6.6
Kenny Britt,STL,2015.0,16.0,72.0,36.0,681.0,3.0,0.0,0.0,0.0,104.1,6.5
Jamison Crowder,WAS,2015.0,16.0,78.0,59.0,604.0,2.0,2.0,2.0,0.0,100.1,6.3
Marques Colston,NO,2015.0,13.0,67.0,45.0,520.0,4.0,0.0,0.0,0.0,98.5,7.6
Dorial Green-Beckham,TEN,2015.0,14.0,67.0,32.0,549.0,4.0,0.0,0.0,0.0,94.9,6.8
Andre Johnson,IND,2015.0,15.0,76.0,41.0,503.0,4.0,0.0,0.0,0.0,94.8,6.3
Robert Woods,BUF,2015.0,14.0,80.0,47.0,552.0,3.0,1.0,0.0,0.0,94.7,6.8
Seth Roberts,OAK,2015.0,16.0,55.0,32.0,480.0,5.0,0.0,0.0,0.0,94.0,5.9
Devin Funchess,CAR,2015.0,16.0,63.0,31.0,473.0,5.0,0.0,0.0,0.0,90.8,5.7
Steve Johnson,SD,2015.0,9.0,65.0,45.0,497.0,3.0,0.0,0.0,0.0,90.2,10.0
DeSean Jackson,WAS,2015.0,8.0,48.0,30.0,528.0,4.0,0.0,0.0,0.0,89.8,11.2
Vincent Jackson,TB,2015.0,10.0,62.0,33.0,543.0,3.0,0.0,0.0,0.0,88.8,8.9
Philly Brown,CAR,2015.0,14.0,54.0,31.0,447.0,4.0,6.0,38.0,0.0,88.0,6.3
Jerricho Cotchery,CAR,2015.0,14.0,54.0,39.0,485.0,3.0,1.0,16.0,0.0,87.6,6.3
Brian Hartline,CLE,2015.0,11.0,74.0,46.0,523.0,2.0,0.0,0.0,0.0,87.3,7.9
Malcom Floyd,SD,2015.0,15.0,69.0,30.0,561.0,3.0,0.0,0.0,0.0,87.1,5.8
Cecil Shorts,HOU,2015.0,11.0,75.0,42.0,484.0,2.0,10.0,47.0,0.0,84.1,7.6
