David Johnson,ARI,2017.0,8.0,265.0,1165.0,13.0,69.0,725.0,4.0,321.5
Le'Veon Bell,PIT,2017.0,9.0,284.0,1365.0,10.0,60.0,496.0,2.0,286.1
Devonta Freeman,ATL,2017.0,5.0,232.0,1045.0,8.0,55.0,449.0,2.0,232.9
LeSean McCoy,BUF,2017.0,6.0,227.0,1065.0,10.0,40.0,326.0,2.0,227.1
Melvin Gordon,LAC,2017.0,9.0,264.0,1055.0,8.0,49.0,378.0,2.0,221.8
Jordan Howard,CHI,2017.0,9.0,266.0,1225.0,7.0,41.0,306.0,2.0,221.6
Jay Ajayi,MIA,2017.0,1.0,260.0,1195.0,8.0,36.0,246.0,1.0,212.1
DeMarco Murray,TEN,2017.0,8.0,241.0,1062.0,7.0,44.0,315.0,2.0,211.7
Todd Gurley,LAR,2017.0,8.0,267.0,1066.0,7.0,35.0,286.0,1.0,198.7
Lamar Miller,HOU,2017.0,7.0,260.0,1120.0,7.0,32.0,235.0,1.0,195.5
Dalvin Cook,MIN,2017.0,9.0,206.0,885.0,7.0,38.0,305.0,2.0,190.0
Ty Montgomery,GB,2017.0,8.0,182.0,835.0,5.0,45.0,385.0,2.0,184.5
Leonard Fournette,JAC,2017.0,8.0,252.0,1085.0,7.0,27.0,183.0,1.0,184.3
Bilal Powell,NYJ,2017.0,11.0,173.0,815.0,4.0,54.0,416.0,2.0,184.1
Mark Ingram,NO,2017.0,5.0,184.0,865.0,5.0,44.0,333.0,2.0,179.8
Kareem Hunt,KC,2017.0,10.0,194.0,855.0,6.0,37.0,317.0,1.0,175.7
Ezekiel Elliott,DAL,2017.0,6.0,194.0,932.0,7.0,24.0,224.0,1.0,171.6
Carlos Hyde,SF,2017.0,11.0,224.0,986.0,6.0,26.0,204.0,1.0,170.0
Marshawn Lynch,OAK,2017.0,10.0,193.0,831.0,8.0,28.0,215.0,1.0,168.6
Joe Mixon,CIN,2017.0,6.0,194.0,835.0,6.0,28.0,217.0,1.0,159.2
Isaiah Crowell,CLE,2017.0,9.0,194.0,855.0,6.0,28.0,245.0,0.0,158.0
Frank Gore,IND,2017.0,11.0,201.0,805.0,5.0,29.0,221.0,2.0,157.1
Paul Perkins,NYG,2017.0,8.0,203.0,872.0,5.0,29.0,225.0,1.0,156.2
Theo Riddick,DET,2017.0,7.0,87.0,349.0,1.0,75.0,582.0,3.0,154.6
Christian McCaffrey,CAR,2017.0,11.0,127.0,546.0,4.0,47.0,405.0,2.0,152.6
Tevin Coleman,ATL,2017.0,5.0,106.0,477.0,5.0,41.0,366.0,2.0,146.8
C.J. Anderson,DEN,2017.0,5.0,190.0,835.0,5.0,22.0,166.0,1.0,145.1
Duke Johnson,CLE,2017.0,9.0,77.0,345.0,1.0,61.0,522.0,2.0,135.2
Ameer Abdullah,DET,2017.0,7.0,145.0,625.0,3.0,32.0,266.0,2.0,133.1
Jonathan Stewart,CAR,2017.0,11.0,194.0,775.0,6.0,10.0,72.0,1.0,131.7
Eddie Lacy,SEA,2017.0,6.0,155.0,682.0,5.0,21.0,164.0,1.0,131.1
Doug Martin,TB,2017.0,1.0,164.0,720.0,4.0,22.0,176.0,1.0,128.6
Terrance West,BAL,2017.0,10.0,154.0,616.0,4.0,30.0,207.0,1.0,127.3
Derrick Henry,TEN,2017.0,8.0,153.0,675.0,5.0,18.0,145.0,1.0,127.0
James White,NE,2017.0,9.0,58.0,244.0,1.0,62.0,452.0,3.0,124.6
