Rob Gronkowski,NE,2017.0,9.0,74.0,1078.0,9.0,196.8
Travis Kelce,KC,2017.0,10.0,84.0,1075.0,6.0,183.5
Greg Olsen,CAR,2017.0,11.0,81.0,1045.0,5.0,173.0
Jordan Reed,WAS,2017.0,5.0,79.0,835.0,7.0,163.0
Jimmy Graham,SEA,2017.0,6.0,67.0,875.0,7.0,161.0
Zach Ertz,PHI,2017.0,10.0,73.0,785.0,5.0,145.0
Kyle Rudolph,MIN,2017.0,9.0,75.0,766.0,5.0,142.1
Tyler Eifert,CIN,2017.0,6.0,56.0,705.0,7.0,138.5
Martellus Bennett,GB,2017.0,8.0,58.0,685.0,7.0,137.5
Delanie Walker,TEN,2017.0,8.0,63.0,755.0,5.0,137.0
Hunter Henry,LAC,2017.0,9.0,54.0,685.0,7.0,135.5
Jason Witten,DAL,2017.0,6.0,71.0,685.0,4.0,128.0
Coby Fleener,NO,2017.0,5.0,54.0,655.0,5.0,122.5
Jack Doyle,IND,2017.0,11.0,58.0,613.0,5.0,120.3
Eric Ebron,DET,2017.0,7.0,59.0,684.0,4.0,119.9
David Njoku,CLE,2017.0,9.0,55.0,570.0,4.0,108.5
Charles Clay,BUF,2017.0,6.0,52.0,545.0,5.0,108.5
Austin Hooper,ATL,2017.0,5.0,47.0,546.0,5.0,108.1
Evan Engram,NYG,2017.0,8.0,52.0,565.0,4.0,106.5
Julius Thomas,MIA,2017.0,1.0,46.0,525.0,5.0,105.5
Antonio Gates,LAC,2017.0,9.0,48.0,485.0,5.0,102.5
Cameron Brate,TB,2017.0,1.0,47.0,545.0,4.0,102.0
C.J. Fiedorowicz,HOU,2017.0,7.0,48.0,512.0,4.0,97.2
Jared Cook,OAK,2017.0,10.0,44.0,505.0,4.0,96.5
Erik Swoope,IND,2017.0,11.0,39.0,456.0,5.0,95.1
Jermaine Gresham,ARI,2017.0,8.0,42.0,466.0,4.0,91.6
Zach Miller,CHI,2017.0,9.0,42.0,440.0,3.0,83.0
Dwayne Allen,NE,2017.0,9.0,30.0,352.0,5.0,80.2
Austin Seferian-Jenkins,NYJ,2017.0,11.0,33.0,385.0,2.0,67.0
O.J. Howard,TB,2017.0,1.0,29.0,346.0,3.0,65.1
Trey Burton,PHI,2017.0,10.0,30.0,314.0,3.0,64.4
Tyler Higbee,LAR,2017.0,8.0,35.0,365.0,2.0,64.0
Vernon Davis,WAS,2017.0,5.0,28.0,333.0,3.0,63.3
Virgil Green,DEN,2017.0,5.0,31.0,345.0,2.0,62.0
Gerald Everett,LAR,2017.0,8.0,28.0,333.0,2.0,59.3
Ben Watson,BAL,2017.0,10.0,30.0,315.0,2.0,58.5
Jesse James,PIT,2017.0,9.0,31.0,299.0,2.0,57.4
Ben Koyack,JAC,2017.0,8.0,27.0,316.0,2.0,57.1
Garrett Celek,SF,2017.0,11.0,28.0,288.0,2.0,54.8
Vance McDonald,PIT,2017.0,9.0,25.0,256.0,2.0,50.1
George Kittle,SF,2017.0,11.0,21.0,236.0,2.0,46.1
Jonnu Smith,TEN,2017.0,8.0,20.0,233.0,2.0,45.3
Ryan Griffin,HOU,2017.0,7.0,25.0,256.0,1.0,44.1
Jordan Leggett,NYJ,2017.0,11.0,21.0,215.0,2.0,44.0
Marcedes Lewis,JAC,2017.0,8.0,25.0,246.0,1.0,43.1
Seth Devalve,CLE,2017.0,9.0,20.0,200.0,2.0,42.0
Xavier Grimble,PIT,2017.0,9.0,19.0,200.0,2.0,39.5
Stephen Anderson,HOU,2017.0,7.0,22.0,223.0,1.0,39.3
Maxx Williams,BAL,2017.0,10.0,21.0,219.0,1.0,38.4
Josh Hill,NO,2017.0,5.0,21.0,216.0,1.0,38.1
Richard Rodgers,GB,2017.0,8.0,19.0,192.0,1.0,34.7
Levine Toilolo,ATL,2017.0,5.0,18.0,188.0,1.0,33.8
Michael Roberts,DET,2017.0,7.0,17.0,185.0,1.0,33.0
Clive Walford,OAK,2017.0,10.0,17.0,185.0,1.0,33.0
Dion Sims,CHI,2017.0,9.0,18.0,175.0,1.0,32.5
Nick Vannett,SEA,2017.0,6.0,16.0,182.0,1.0,32.2
Nick O'Leary,BUF,2017.0,6.0,14.0,165.0,1.0,29.5
Troy Niklas,ARI,2017.0,8.0,15.0,152.0,1.0,28.7
Rhett Ellison,NYG,2017.0,8.0,12.0,142.0,1.0,26.2
MarQueis Gray,MIA,2017.0,1.0,13.0,136.0,1.0,26.1
Ross Travis,KC,2017.0,10.0,12.0,140.0,1.0,26.0
Will Tye,NYJ,2017.0,11.0,18.0,185.0,0.0,25.5
Adam Shaheen,CHI,2017.0,9.0,12.0,134.0,1.0,25.4
Jeff Heuerman,DEN,2017.0,5.0,12.0,119.0,1.0,23.9
A.J. Derby,DEN,2017.0,5.0,14.0,155.0,0.0,22.5
Ed Dickson,CAR,2017.0,11.0,9.0,115.0,1.0,22.0
Tyler Kroft,CIN,2017.0,6.0,12.0,135.0,0.0,19.5
Lance Kendricks,GB,2017.0,8.0,7.0,77.0,1.0,17.2
Luke Willson,SEA,2017.0,6.0,11.0,114.0,0.0,16.9
Brent Celek,PHI,2017.0,10.0,10.0,111.0,0.0,16.1
C.J. Uzomah,CIN,2017.0,6.0,7.0,77.0,0.0,11.2
Bucky Hodges,MIN,2017.0,9.0,6.0,72.0,0.0,10.2
James Hanna,DAL,2017.0,6.0,6.0,64.0,0.0,9.4
Eric Saubert,ATL,2017.0,5.0,3.0,36.0,0.0,5.1
