Josh McCown,CLE,2016.0,5.0,90.0,165.0,1100.0,6.0,6.0,7.0,21.0,0.0,56.1,11.2
Jay Cutler,CHI,2016.0,5.0,81.0,137.0,1059.0,4.0,5.0,5.0,24.0,0.0,51.8,10.4
Bryce Petty,NYJ,2016.0,6.0,75.0,133.0,809.0,3.0,7.0,5.0,19.0,0.0,37.3,6.2
Landry Jones,PIT,2016.0,7.0,53.0,86.0,558.0,4.0,2.0,6.0,-4.0,0.0,35.9,5.1
Jimmy Garoppolo,NE,2016.0,6.0,43.0,64.0,504.0,4.0,0.0,10.0,6.0,0.0,34.8,5.8
Paxton Lynch,DEN,2016.0,3.0,49.0,83.0,497.0,2.0,1.0,11.0,25.0,0.0,29.4,9.8
Jacoby Brissett,NE,2016.0,3.0,34.0,55.0,400.0,0.0,0.0,16.0,83.0,1.0,28.3,9.4
Nick Foles,KC,2016.0,2.0,36.0,55.0,410.0,3.0,0.0,4.0,-4.0,0.0,28.0,14.0
Derek Anderson,CAR,2016.0,4.0,36.0,53.0,453.0,2.0,5.0,1.0,4.0,0.0,19.5,4.9
Kevin Hogan,CLE,2016.0,3.0,14.0,26.0,104.0,0.0,2.0,8.0,105.0,1.0,18.7,6.2
Matt Cassel,TEN,2016.0,4.0,30.0,51.0,284.0,2.0,2.0,4.0,3.0,0.0,17.7,4.4
Tom Savage,HOU,2016.0,3.0,46.0,73.0,461.0,0.0,0.0,6.0,12.0,0.0,17.6,5.9
Drew Stanton,ARI,2016.0,5.0,19.0,48.0,192.0,2.0,3.0,3.0,-3.0,0.0,12.4,2.5
Scott Tolzien,IND,2016.0,2.0,23.0,37.0,216.0,1.0,2.0,6.0,3.0,0.0,10.9,5.5
Charlie Whitehurst,CLE,2016.0,1.0,14.0,24.0,182.0,1.0,1.0,2.0,1.0,0.0,10.4,10.4
Shaun Hill,MIN,2016.0,3.0,19.0,35.0,242.0,0.0,0.0,5.0,5.0,0.0,10.2,3.4
Geno Smith,NYJ,2016.0,2.0,8.0,14.0,126.0,1.0,1.0,2.0,9.0,0.0,8.9,4.5
Trevone Boykin,SEA,2016.0,4.0,13.0,18.0,145.0,1.0,1.0,8.0,1.0,0.0,8.9,2.2
Connor Cook,OAK,2016.0,1.0,14.0,21.0,150.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0
Mike Glennon,TB,2016.0,1.0,10.0,11.0,75.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0
EJ Manuel,BUF,2016.0,5.0,11.0,26.0,131.0,0.0,0.0,8.0,22.0,0.0,5.4,1.1
Tony Romo,DAL,2016.0,1.0,3.0,4.0,29.0,1.0,0.0,0.0,0.0,0.0,5.2,5.2
Cardale Jones,BUF,2016.0,1.0,6.0,11.0,96.0,0.0,1.0,1.0,-1.0,0.0,2.7,2.7
Matt McGloin,OAK,2016.0,3.0,8.0,15.0,50.0,0.0,0.0,3.0,-3.0,0.0,1.7,0.6
Mark Sanchez,DAL,2016.0,2.0,10.0,18.0,93.0,0.0,2.0,4.0,-2.0,0.0,1.5,0.8
David Fales,CHI,2016.0,1.0,2.0,5.0,22.0,0.0,0.0,1.0,0.0,0.0,0.9,0.9
Chase Daniel,PHI,2016.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
Matt Schaub,ATL,2016.0,3.0,1.0,3.0,16.0,0.0,0.0,2.0,-2.0,0.0,0.4,0.1
Joe Webb,CAR,2016.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,SD,2016.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,-0.1,-0.1
Chad Henne,JAC,2016.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-0.2,-0.2
Sean Mannion,LAR,2016.0,1.0,3.0,6.0,19.0,0.0,1.0,1.0,-1.0,0.0,-0.3,-0.3
Brett Hundley,GB,2016.0,4.0,2.0,10.0,17.0,0.0,1.0,3.0,-2.0,0.0,-0.5,-0.1
Ryan Mallett,BAL,2016.0,4.0,3.0,6.0,26.0,0.0,1.0,5.0,-6.0,0.0,-0.6,-0.1
