Drew Brees,NO,2013.0,7.0,430.0,652.0,5085.0,42.0,18.0,17.0,36.0,1.0,357.0
Aaron Rodgers,GB,2013.0,4.0,374.0,566.0,4530.0,36.0,10.0,57.0,255.0,2.0,344.7
Cam Newton,CAR,2013.0,4.0,290.0,483.0,3722.0,20.0,15.0,125.0,711.0,7.0,319.0
Peyton Manning,DEN,2013.0,9.0,401.0,608.0,4740.0,35.0,12.0,10.0,10.0,0.0,314.6
Colin Kaepernick,SF,2013.0,9.0,273.0,447.0,3356.0,21.0,13.0,116.0,722.0,7.0,313.4
Matt Ryan,ATL,2013.0,6.0,383.0,608.0,4685.0,30.0,13.0,33.0,111.0,1.0,307.5
Matthew Stafford,DET,2013.0,9.0,410.0,672.0,4840.0,27.0,16.0,26.0,88.0,2.0,298.4
Tom Brady,NE,2013.0,10.0,364.0,577.0,4270.0,31.0,13.0,24.0,40.0,2.0,293.8
Tony Romo,DAL,2013.0,11.0,394.0,616.0,4745.0,30.0,17.0,20.0,41.0,1.0,292.9
Russell Wilson,SEA,2013.0,12.0,277.0,447.0,3440.0,24.0,11.0,109.0,547.0,3.0,289.3
Andrew Luck,IND,2013.0,8.0,355.0,591.0,4140.0,24.0,16.0,64.0,242.0,3.0,279.8
Robert Griffin III,WAS,2013.0,5.0,252.0,400.0,3000.0,20.0,10.0,83.0,540.0,5.0,270.0
Eli Manning,NYG,2013.0,9.0,328.0,547.0,4160.0,28.0,16.0,14.0,27.0,1.0,263.1
Josh Freeman,TB,2013.0,5.0,333.0,554.0,3825.0,25.0,16.0,32.0,164.0,1.0,253.4
Matt Schaub,HOU,2013.0,8.0,342.0,535.0,4120.0,24.0,14.0,12.0,6.0,0.0,241.4
Andy Dalton,CIN,2013.0,12.0,320.0,525.0,3572.0,25.0,15.0,44.0,135.0,1.0,239.4
Jay Cutler,CHI,2013.0,8.0,301.0,502.0,3615.0,23.0,16.0,48.0,201.0,1.0,236.7
Alex Smith,KC,2013.0,10.0,305.0,508.0,3556.0,20.0,10.0,49.0,165.0,1.0,228.7
Sam Bradford,STL,2013.0,11.0,327.0,537.0,3650.0,22.0,14.0,37.0,86.0,1.0,226.6
Joe Flacco,BAL,2013.0,8.0,310.0,508.0,3610.0,22.0,12.0,21.0,46.0,1.0,225.0
Ben Roethlisberger,PIT,2013.0,5.0,315.0,500.0,3550.0,22.0,14.0,30.0,84.0,1.0,224.4
Carson Palmer,ARI,2013.0,9.0,323.0,521.0,3749.0,23.0,16.0,17.0,33.0,0.0,219.3
Philip Rivers,SD,2013.0,8.0,330.0,524.0,3771.0,23.0,18.0,27.0,38.0,0.0,216.6
Michael Vick,PHI,2013.0,12.0,250.0,417.0,2916.0,17.0,12.0,53.0,332.0,3.0,213.8
Ryan Tannehill,MIA,2013.0,6.0,285.0,482.0,3376.0,17.0,14.0,50.0,185.0,1.0,209.5
Brandon Weeden,CLE,2013.0,10.0,280.0,475.0,3322.0,17.0,12.0,26.0,95.0,1.0,200.4
EJ Manuel,BUF,2013.0,12.0,240.0,414.0,2771.0,16.0,14.0,51.0,245.0,1.0,187.3
Jake Locker,TEN,2013.0,8.0,198.0,341.0,2420.0,13.0,11.0,42.0,285.0,1.0,170.3
Terrelle Pryor,OAK,2013.0,7.0,195.0,330.0,2144.0,13.0,12.0,43.0,175.0,1.0,149.3
Geno Smith,NYJ,2013.0,10.0,207.0,350.0,2380.0,12.0,12.0,17.0,81.0,1.0,145.3
Matt Cassel,MIN,2013.0,5.0,174.0,295.0,2035.0,12.0,11.0,21.0,78.0,0.0,120.2
Chad Henne,JAC,2013.0,9.0,165.0,284.0,1959.0,10.0,7.0,16.0,58.0,0.0,115.2
Blaine Gabbert,JAC,2013.0,9.0,146.0,247.0,1559.0,8.0,10.0,18.0,65.0,1.0,94.9
Christian Ponder,MIN,2013.0,5.0,99.0,166.0,1110.0,7.0,7.0,22.0,92.0,1.0,78.6
Ryan Fitzpatrick,TEN,2013.0,8.0,87.0,146.0,1005.0,7.0,5.0,11.0,61.0,0.0,67.3
Matt Flynn,OAK,2013.0,7.0,104.0,179.0,1215.0,6.0,7.0,8.0,21.0,0.0,59.7
Kirk Cousins,WAS,2013.0,5.0,52.0,81.0,650.0,5.0,3.0,9.0,31.0,0.0,44.1
Nick Foles,PHI,2013.0,12.0,59.0,100.0,689.0,4.0,3.0,4.0,9.0,0.0,41.5
Mark Sanchez,NYJ,2013.0,10.0,62.0,112.0,725.0,4.0,5.0,6.0,22.0,0.0,38.2
Matt Moore,MIA,2013.0,6.0,48.0,79.0,550.0,4.0,3.0,7.0,22.0,0.0,35.2
Jeff Tuel,BUF,2013.0,12.0,29.0,50.0,344.0,2.0,1.0,9.0,35.0,1.0,28.3
Tyrod Taylor,BAL,2013.0,8.0,16.0,26.0,176.0,1.0,1.0,21.0,87.0,0.0,18.7
Jason Campbell,CLE,2013.0,10.0,34.0,58.0,396.0,1.0,1.0,2.0,11.0,0.0,17.9
Shaun Hill,DET,2013.0,9.0,19.0,31.0,211.0,2.0,1.0,0.0,0.0,0.0,15.4
