David Johnson,ARI,2016.0,16.0,293.0,1239.0,16.0,120.0,80.0,879.0,4.0,365.8,22.9
Ezekiel Elliott,DAL,2016.0,15.0,322.0,1631.0,15.0,40.0,32.0,363.0,1.0,309.4,20.6
Le'Veon Bell,PIT,2016.0,12.0,261.0,1268.0,7.0,94.0,75.0,616.0,2.0,277.9,23.2
LeSean McCoy,BUF,2016.0,15.0,234.0,1267.0,13.0,58.0,51.0,356.0,1.0,271.8,18.1
DeMarco Murray,TEN,2016.0,16.0,293.0,1287.0,9.0,67.0,53.0,377.0,3.0,262.9,16.4
Devonta Freeman,ATL,2016.0,16.0,227.0,1079.0,11.0,65.0,54.0,462.0,2.0,257.1,16.1
Melvin Gordon,SD,2016.0,13.0,254.0,997.0,10.0,57.0,41.0,419.0,2.0,230.1,17.7
LeGarrette Blount,NE,2016.0,16.0,299.0,1161.0,18.0,8.0,7.0,38.0,0.0,229.4,14.3
Jordan Howard,CHI,2016.0,15.0,252.0,1313.0,6.0,50.0,29.0,298.0,1.0,215.6,14.4
Mark Ingram,NO,2016.0,16.0,205.0,1044.0,6.0,58.0,46.0,319.0,4.0,215.3,13.5
Jay Ajayi,MIA,2016.0,15.0,260.0,1272.0,8.0,35.0,27.0,151.0,0.0,201.8,13.5
Frank Gore,IND,2016.0,16.0,263.0,1026.0,4.0,47.0,38.0,277.0,4.0,195.3,12.2
Latavius Murray,OAK,2016.0,14.0,195.0,788.0,12.0,43.0,33.0,264.0,0.0,191.7,13.7
Isaiah Crowell,CLE,2016.0,16.0,197.0,944.0,7.0,53.0,40.0,319.0,0.0,184.3,11.5
Spencer Ware,KC,2016.0,14.0,214.0,922.0,3.0,42.0,33.0,447.0,2.0,177.4,12.7
Todd Gurley,LAR,2016.0,16.0,278.0,885.0,6.0,58.0,43.0,327.0,0.0,176.7,11.0
Carlos Hyde,SF,2016.0,13.0,217.0,988.0,6.0,33.0,27.0,163.0,3.0,176.6,13.6
Tevin Coleman,ATL,2016.0,13.0,118.0,520.0,8.0,40.0,31.0,421.0,3.0,175.6,13.5
Lamar Miller,HOU,2016.0,14.0,268.0,1073.0,5.0,39.0,31.0,188.0,1.0,175.6,12.5
Matt Forte,NYJ,2016.0,14.0,218.0,813.0,7.0,43.0,30.0,263.0,1.0,168.6,12.0
