Travis Kelce,KC,2018.0,16.0,150.0,103.0,1336.0,10.0,243.1,15.2
Zach Ertz,PHI,2018.0,16.0,156.0,116.0,1163.0,8.0,222.3,13.9
George Kittle,SF,2018.0,16.0,136.0,88.0,1377.0,5.0,212.7,13.3
Eric Ebron,IND,2018.0,16.0,110.0,66.0,750.0,13.0,189.2,11.8
Jared Cook,OAK,2018.0,16.0,101.0,68.0,896.0,6.0,159.6,10.0
Austin Hooper,ATL,2018.0,16.0,88.0,71.0,660.0,4.0,125.5,7.8
Kyle Rudolph,MIN,2018.0,16.0,82.0,64.0,634.0,4.0,119.4,7.5
Trey Burton,CHI,2018.0,16.0,76.0,54.0,569.0,6.0,118.1,7.4
David Njoku,CLE,2018.0,16.0,88.0,56.0,639.0,4.0,115.9,7.2
Vance McDonald,PIT,2018.0,15.0,72.0,50.0,610.0,4.0,108.0,7.2
Rob Gronkowski,NE,2018.0,13.0,72.0,47.0,682.0,3.0,107.7,8.3
O.J. Howard,TB,2018.0,10.0,48.0,34.0,565.0,5.0,103.5,10.4
Jimmy Graham,GB,2018.0,16.0,89.0,55.0,636.0,2.0,103.1,6.4
Evan Engram,NYG,2018.0,11.0,64.0,45.0,577.0,3.0,101.8,9.3
Chris Herndon,NYJ,2018.0,14.0,56.0,39.0,502.0,4.0,93.7,6.7
Jordan Reed,WAS,2018.0,13.0,84.0,54.0,558.0,2.0,92.8,7.1
Mark Andrews,BAL,2018.0,16.0,50.0,34.0,552.0,3.0,90.2,5.6
C.J. Uzomah,CIN,2018.0,16.0,64.0,43.0,439.0,3.0,83.4,5.2
Cameron Brate,TB,2018.0,15.0,49.0,30.0,289.0,6.0,77.9,5.2
Dallas Goedert,PHI,2018.0,14.0,44.0,33.0,334.0,4.0,73.9,5.3
Ben Watson,NO,2018.0,14.0,46.0,35.0,400.0,2.0,69.5,5.0
Jesse James,PIT,2018.0,14.0,39.0,30.0,423.0,2.0,69.3,5.0
Gerald Everett,LAR,2018.0,16.0,50.0,33.0,320.0,3.0,68.1,4.3
Greg Olsen,CAR,2018.0,9.0,38.0,27.0,291.0,4.0,66.6,7.4
Ian Thomas,CAR,2018.0,10.0,49.0,36.0,333.0,2.0,63.3,6.3
Blake Jarwin,DAL,2018.0,12.0,36.0,27.0,307.0,3.0,62.2,5.2
